sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,Label,Recon_Error,Predicted
0.4827757875151109,-0.1421679866433324,0.6812649539422911,1.5315550733207657,-0.2531449557213071,-0.2230883408428413,1.5612706761639294,0.7777885919527283,-0.4679191211006439,0.5606873358229008,-0.459799842294312,-0.4790015023531564,0.2500862763160604,-1.8994468905503024,-1.701911986903415,-0.5477806368877954,-1.027090927119979,0.2945744752302624,-0.921735337047746,-1.4665668743257854,0,0.5276469438665505,0
1.4310295935652166,-0.232698163973243,0.1064315818347865,-1.4300531934092862,-0.5641557529440037,0.1207415162810508,-1.187842486727021,0.3878532648609334,-0.6008387789277134,-0.2906117275350605,-0.5927559211177303,1.774933188756539,-0.005846680043387,-1.033236249698602,0.8474679583912585,-1.1986311795914977,0.1774532685786799,-1.9552929783705773,-1.3414055054470668,0.2069990479954567,0,0.46726161021801954,0
0.7193682832783278,0.1781434313059138,-0.0750630011150667,-0.3011368489009391,-1.5006480544370442,-0.7070646761898755,-0.4927069502979964,1.066143974041034,0.3560550618669639,-1.792020323908066,0.2973333648741236,-0.4005832473912558,-0.6705010248213701,0.6569143263199682,1.0560794501049802,0.9283112008440242,-0.8559145701548048,-0.3222912349435994,0.3161015679578354,1.0168469352641876,0,0.3775820462984233,0
-0.4722833730458933,-0.1911972444640818,-1.0566533285591022,-1.2004393724507956,0.7961707577657036,1.3616210143942742,-0.1013870346123766,1.0128010738397335,0.3743139262223537,-0.6512588462541238,0.3332061510168543,1.4693776845401032,-0.0282168778904537,1.621734427400095,-2.5974126985356443,0.8202133824912268,0.0573468390308352,-0.3121941426273046,0.0768792540186238,-2.064854989458804,0,0.8675337391276926,0
-0.2183198062239631,0.3702938069390196,1.5038476150444031,-0.519322261621853,-0.8289319093227799,-0.4897547091327148,0.8928630672262787,0.3411222394313887,-0.5290117357426009,0.5307962258794482,0.0790810016015366,0.9157249533572028,-0.6956786955180173,-0.2941073304939101,-0.3680992453082027,-1.4384630498528692,0.2634850149646009,0.2419449986510819,-0.0096666440753374,-0.2417164760096248,0,0.28025886714046044,0
-1.3884978252349742,-0.4342879720113002,-0.3000443408316129,-0.8046618013482304,-0.1800937437915222,0.4128251614762394,1.870369560682395,0.1876579016022782,0.2688353281666027,-0.0689251387636847,-1.85903051433592,-0.0519262157156359,0.0680173985882096,2.5315093933045345,-0.168201728774416,0.3059467483310044,-0.0627027115469745,-1.172666790306799,1.1267110104041091,0.7842855784921342,0,0.738770096467247,0
0.7708117022158503,-0.9398862011384564,1.4294374378201191,-1.4070486425143391,0.5699335844194052,2.1928637155060224,-1.0262740626333229,-0.5498107578405379,0.108823161584817,-0.5067207080600215,-1.5051180838798963,0.0405225665302577,-1.0565969917731193,0.5171130207886955,-0.8958121803974416,1.5397267887494184,-0.8007359820553719,-0.3350044768459966,0.7977908696831563,-1.2778660366942292,0,0.6545155484027841,0
0.2192684948587269,1.3530893274146942,-1.5532001070093906,0.186879662161888,0.2421356580146119,0.7892509094019978,-1.2743948761872497,-1.3005016754815166,0.5367648137967125,0.3100944294145392,0.2265801428066917,0.31072663284424,-0.67360949657336,0.2727725855388601,0.317597042741096,-0.6980652693226054,1.811103968518137,0.4524722125446362,-1.2046831765333952,0.6850889392321791,0,0.3168277344366036,0
-0.9572147615699096,0.8150950299630684,1.1874809088151,-0.8231532022831451,0.9474010466623284,0.4215241202263388,0.7988747133609972,1.9019535421185645,-0.2408339354331823,-0.762094479992093,-0.8694649952579786,-0.819405278126058,-0.0695690471364539,0.3830253086608347,0.3012030400518222,0.8254323386593833,-0.015658868765386,1.4218115961776732,-0.2791211643719772,2.831293218680773,0,0.7907664216737812,0
0.6089766226588765,-0.8858549597187962,-1.0215362810984308,0.4861156015548862,-0.2424274374290628,0.7216702304870246,0.4476365702953022,-0.0586111351427164,-0.8502880659691433,-1.5387563758216611,-0.4435489225506476,0.8065814118596039,0.2221660982869393,-1.223602735786956,0.1976152658460444,0.3887366163236525,-0.8999278145436129,0.1357500059029328,0.043366469043379,-1.1864543790639337,0,0.3990708861893531,0
